SA2_CODE,BORN_OVERSEAS,PERC_BORN_OVERSEAS,AMERICAS,AUSTRALIA,NORTH_AFRICA_AND_THE_MIDDLE_EAST,NORTH_EAST_ASIA,NORTH_WEST_EUROPE,OCEANIA_AND_ANTARCTICA,SOUTH_EAST_ASIA,SOUTHERN_AND_CENTRAL_ASIA,SOUTHERN_AND_EASTERN_EUROPE,SUB_SAHARAN_AFRICA,PERC_BORN_AMERCIAS,PERC_BORN_NA_ME,PERC_BORN_NE_ASIA,PERC_BORN_NW_EUROPE,PERC_BORN_OCA,PERC_BORN_SE_ASIA,PERC_BORN_SC_ASIA,PERC_BORN_SE_EUROPE,PERC_BORN_SS_AFRICA
101051540,1111,0.09728546409807355,57,10309,30,27,610,137,63,24,126,37,0.0049912434325744305,0.002626970227670753,0.002364273204903678,0.053415061295971976,0.011996497373029772,0.005516637478108582,0.0021015761821366026,0.011033274956217164,0.0032399299474605956
101061541,493,0.08208458208458208,39,5513,16,4,269,68,32,21,26,18,0.006493506493506494,0.002664002664002664,6.66000666000666e-4,0.04478854478854479,0.011322011322011322,0.005328005328005328,0.0034965034965034965,0.004329004329004329,0.002997002997002997
101061542,1254,0.11787930062041738,101,9384,6,41,688,190,56,9,111,52,0.009494265839443504,5.640157924421884e-4,0.003854107915021621,0.06467381086670426,0.017860500094002633,0.0052641473961270915,8.460236886632825e-4,0.010434292160180485,0.0048881368678322995
101061543,602,0.06206185567010309,26,9098,63,33,224,89,49,38,66,14,0.0026804123711340207,0.0064948453608247424,0.003402061855670103,0.02309278350515464,0.009175257731958764,0.005051546391752577,0.003917525773195876,0.006804123711340206,0.001443298969072165
101061544,474,0.07061978545887962,28,6238,24,18,225,76,33,16,43,11,0.004171632896305125,0.003575685339690107,0.0026817640047675805,0.03352205005959476,0.01132300357568534,0.004916567342073897,0.0023837902264600714,0.006406436233611442,0.0016388557806912992
102011028,1257,0.1815424610051993,104,5667,10,17,813,120,48,14,57,74,0.015020219526285385,0.0014442518775274408,0.002455228191796649,0.11741767764298093,0.01733102253032929,0.006932409012131715,0.002021952628538417,0.008232235701906412,0.010687463893703062
102011029,1595,0.157577553843114,92,8527,27,60,905,181,75,28,134,93,0.009089112823552658,0.0026674570243034974,0.005927682276229994,0.08940920766646908,0.017881841533293814,0.007409602845287492,0.0027662517289073307,0.013238490416913653,0.009187907528156491
102011030,713,0.17024832855778416,42,3475,25,42,293,100,35,20,118,38,0.01002865329512894,0.0059694364851957974,0.01002865329512894,0.06996179560649475,0.02387774594078319,0.008357211079274117,0.004775549188156638,0.028175740210124166,0.009073543457497613
102011031,2696,0.20833011359245807,145,10245,68,205,1416,230,161,82,211,178,0.01120469824588517,0.005254617108415115,0.01584112510625145,0.10941967390464416,0.017772969631404064,0.012441078741982844,0.00633645004250058,0.016304767792288077,0.013754733019086625
102011032,3959,0.2277250503307449,230,13426,108,537,1234,477,432,461,279,201,0.013229795800977854,0.006212251941328731,0.03088869715271786,0.07098073051481162,0.0274374460742019,0.024849007765314925,0.026517112453264307,0.016048317515099223,0.011561691113028473
102011033,1101,0.1819533961328706,69,4950,44,75,455,177,104,55,61,61,0.011403073872087258,0.0072715253677078165,0.012394645513138325,0.07519418277970584,0.029251363411006447,0.017187241778218475,0.00908940670963477,0.010080978350685837,0.010080978350685837
102011034,1083,0.1564802774165583,75,5838,3,24,654,115,60,21,84,47,0.010836584308625921,4.3346337234503684e-4,0.0034677069787602947,0.09449501517121803,0.016616095939893077,0.0086692674469007365,0.003034243606415258,0.012136974425661032,0.006790926166738911
102011035,1094,0.17282780410742496,80,5236,7,108,459,150,112,41,75,62,0.01263823064770932,0.0011058451816745656,0.017061611374407582,0.07251184834123223,0.023696682464454975,0.01769352290679305,0.006477093206951027,0.011848341232227487,0.009794628751974723
102011036,1182,0.15453000392208133,76,6467,25,79,620,131,85,34,49,83,0.009935939338475617,0.003268401098182769,0.01032814747025755,0.08105634723493267,0.01712642175447771,0.011112563733821414,0.004445025493528566,0.006406066152438227,0.010851091645966792
102011037,1190,0.20010089120564992,73,4757,32,113,562,140,102,29,83,56,0.012275096687405415,0.0053808643013284006,0.019001177064065917,0.09450142929208004,0.023541281318311753,0.017151504960484277,0.004876408273078863,0.013956616781570539,0.009416512527324701
102011038,876,0.13264688067837674,32,5728,23,30,527,120,39,9,54,42,0.004845548152634767,0.0034827377347062386,0.0045427013930950935,0.07980012113870381,0.018170805572380374,0.005905511811023622,0.0013628104179285283,0.00817686250757117,0.006359781950333132
102011039,2548,0.20100978226569896,191,10128,46,104,1314,267,145,87,181,213,0.015067844745976649,0.0036289050173556325,0.008204480908804039,0.10366046071315872,0.021063426948564216,0.011438939728621016,0.00686336383717261,0.014278952350899337,0.016803408015146733
102011040,3547,0.16328315610182756,254,18176,80,154,1649,544,268,83,385,130,0.011692675965566451,0.0036827325875799844,0.00708926023109147,0.07591032546149243,0.025042581595543893,0.012337154168392948,0.0038208350596142335,0.017723150577728674,0.005984440454817474
102011041,1306,0.14121972318339102,107,7942,24,45,656,168,67,43,87,109,0.01157006920415225,0.0025951557093425604,0.004865916955017301,0.07093425605536333,0.018166089965397925,0.007244809688581315,0.0046496539792387544,0.009407439446366782,0.011786332179930796
102011042,2299,0.17899408284023668,158,10545,36,204,1012,303,232,78,190,86,0.012301463718467767,0.002802865151043289,0.015882902522578637,0.07879165369043911,0.02359078168794768,0.01806290875116786,0.006072874493927126,0.014792899408284023,0.00669573341638119
102011043,2032,0.19010197399195436,102,8657,39,169,863,294,209,134,150,72,0.009542520348021331,0.003648610721302273,0.015810646458976518,0.08073720647394518,0.0275049115913556,0.019552811301337823,0.012536252221910375,0.014033118158854897,0.006735896716250351
102021044,2327,0.1132360097323601,113,18223,39,81,1224,362,159,48,228,73,0.005498783454987835,0.0018978102189781021,0.003941605839416058,0.05956204379562044,0.017615571776155716,0.007737226277372263,0.0023357664233576644,0.011094890510948904,0.0035523114355231144
102021045,1064,0.10257399016677914,53,9309,22,25,457,225,111,23,121,27,0.005109418683119637,0.0021208907741251328,0.0024101031524149234,0.0440566856261448,0.02169092837173431,0.01070085799672226,0.0022172949002217295,0.01166489925768823,0.0026029114046081173
102021046,962,0.11060013796275006,34,7736,26,18,535,160,73,6,88,22,0.00390894458496206,0.0029891929179121637,0.002069441250862267,0.06150839273396183,0.01839503334099793,0.008392733961830306,6.898137502874224e-4,0.010117268337548863,0.0025293170843872156
102021047,1791,0.12236113957778233,93,12846,27,46,992,285,112,43,141,52,0.006353761016601763,0.0018446402951424472,0.0031427205028352802,0.06777345084375214,0.019471203115392497,0.007651841224294596,0.002937760470041675,0.009633121541299446,0.003552640568422491
