"SEX_ABS","Sex","AGE","Age","STATE","State","REGIONTYPE","Geography Level","ASGS_2016","Region","TIME","Census year","Value","Flag Codes","Flags"
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801041118","Jacka","2016","2016",670,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801041119","Kenny","2016","2016",8,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801041120","Moncrieff","2016","2016",105,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801041121","Taylor","2016","2016",0,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801041122","Throsby","2016","2016",0,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801051049","Acton","2016","2016",2086,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801051050","Ainslie","2016","2016",5189,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801051051","Braddon","2016","2016",5500,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801051053","Civic","2016","2016",4276,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801051054","Dickson","2016","2016",2149,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801051055","Downer","2016","2016",3662,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801051056","Hackett","2016","2016",2991,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801051057","Lyneham","2016","2016",5112,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801051058","O'Connor (ACT)","2016","2016",5481,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801051060","Turner","2016","2016",4047,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801051061","Watson","2016","2016",5862,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801051123","Black Mountain","2016","2016",0,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801051124","Campbell","2016","2016",3226,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801051125","Duntroon","2016","2016",1775,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801051126","Parkes (ACT) - North","2016","2016",4,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801051127","Reid","2016","2016",1636,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801051128","Russell","2016","2016",0,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801061062","Deakin","2016","2016",2878,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801061063","Forrest","2016","2016",1615,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801061064","Griffith (ACT)","2016","2016",4575,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801061066","Lake Burley Griffin","2016","2016",0,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801061067","Narrabundah","2016","2016",5960,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801061068","Parkes (ACT) - South","2016","2016",8,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801061069","Red Hill (ACT)","2016","2016",3170,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801061070","Yarralumla","2016","2016",2890,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801061129","Barton","2016","2016",1435,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801061130","Fyshwick","2016","2016",56,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801061131","Kingston (ACT)","2016","2016",4424,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801071071","Banks","2016","2016",4967,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801071072","Bonython","2016","2016",3786,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801071073","Calwell","2016","2016",5758,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801071074","Chisholm","2016","2016",5121,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801071075","Conder","2016","2016",5059,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801071076","Fadden","2016","2016",2949,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801071077","Gilmore","2016","2016",2750,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801071078","Gordon (ACT)","2016","2016",7611,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801071079","Gowrie (ACT)","2016","2016",3056,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801071080","Greenway","2016","2016",1894,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801071081","Isabella Plains","2016","2016",4405,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801071082","Kambah","2016","2016",14900,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801071083","Macarthur","2016","2016",1427,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801071084","Monash","2016","2016",5431,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801071085","Mount Taylor","2016","2016",3,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801071086","Oxley (ACT)","2016","2016",1693,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801071087","Richardson","2016","2016",3006,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801071088","Theodore","2016","2016",3799,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801071089","Tuggeranong","2016","2016",21,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801071090","Wanniassa","2016","2016",7512,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801071132","Tuggeranong - West","2016","2016",12,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801081091","Chapman","2016","2016",2684,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801081092","Duffy","2016","2016",3162,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801081093","Fisher","2016","2016",3004,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801081094","Holder","2016","2016",2606,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801081095","Rivett","2016","2016",3193,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801081096","Stirling","2016","2016",2134,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801081097","Waramanga","2016","2016",2629,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801081098","Weston","2016","2016",3576,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801081133","Scrivener","2016","2016",3,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801091099","Chifley","2016","2016",2407,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801091100","Curtin","2016","2016",5238,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801091101","Farrer","2016","2016",3231,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801091102","Garran","2016","2016",3497,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801091103","Hughes","2016","2016",2990,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801091104","Isaacs","2016","2016",2341,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801091105","Lyons (ACT)","2016","2016",3085,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801091106","Mawson","2016","2016",3252,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801091107","O'Malley","2016","2016",991,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801091108","Pearce","2016","2016",2579,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801091109","Phillip","2016","2016",2936,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801091110","Torrens","2016","2016",2206,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801101134","Arboretum","2016","2016",7,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801101135","Coombs","2016","2016",1811,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801101136","Denman Prospect","2016","2016",0,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801101137","Molonglo","2016","2016",3,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801101138","Molonglo - North","2016","2016",4,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801101139","Wright","2016","2016",2753,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801111140","ACT - South West","2016","2016",564,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","801111141","Namadgi","2016","2016",42,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","897979799","Migratory - Offshore - Shipping (ACT)","2016","2016",0,,
"3","Persons","TT","All ages","1","New South Wales","SA2","Statistical Area Level 2","199999499","No usual address (NSW)","2016","2016",12288,,
"3","Persons","TT","All ages","8","Australian Capital Territory","SA2","Statistical Area Level 2","899999499","No usual address (ACT)","2016","2016",538,,
